UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2012,13,4136951,2115010,2021941,1574533,1497472,319839,309556,32316,31383,94883,93265,5688,5243,87751,85022,1654263,1574541,363976,352975,54544,53219,126125,123044,12691,11790,1645164,1568801,1164918,1102843,296513,286963,18503,17843,90020,88551,3992,3713,71218,68888,1229864,1165479,333246,323197,34030,33104,116286,113405,9318,8689,469846,453140,409615,394629,23326,22593,13813,13540,4863,4714,1696,1530,16533,16134,424399,409062,30730,29778,20514,20115,9839,9639,3373,3101
R,7,2012,14,4135749,2114607,2021142,1573991,1495517,321844,311522,32303,31451,96293,94891,5642,5295,84534,82466,1650576,1570356,364091,353225,54264,52961,126091,123598,12230,11570,1650160,1575123,1168342,1106568,299060,289432,18457,18073,91598,90203,4038,3750,68665,67097,1230761,1167684,334354,324258,33812,33276,116639,114326,9091,8534,464447,446019,405649,388949,22784,22090,13846,13378,4695,4688,1604,1545,15869,15369,419815,402672,29737,28967,20452,19685,9452,9272,3139,3036
R,7,2012,15,4144326,2117125,2027201,1578575,1502754,321404,311751,32138,30975,97816,96099,5538,5163,81654,80459,1652575,1575430,361502,351879,54067,52732,126780,124163,11982,11513,1655414,1585177,1175288,1116924,298780,290173,18320,17753,93112,91510,3936,3676,65978,65141,1235330,1175889,331986,323541,33647,33073,117398,115064,8835,8525,461711,442024,403287,385830,22624,21578,13818,13222,4704,4589,1602,1487,15676,15318,417245,399541,29516,28338,20420,19659,9382,9099,3147,2988
R,7,2012,16,4174855,2137897,2036958,1597710,1512333,322291,313056,32292,30767,99957,97394,5663,5332,79984,78076,1670084,1582817,360930,351368,54368,52490,128455,124938,12032,11629,1676520,1596919,1193931,1127670,300018,291750,18515,17663,95332,92813,4042,3767,64682,63256,1252660,1184953,332087,323530,33964,33001,119293,115968,8939,8664,461377,440039,403779,384663,22273,21306,13777,13104,4625,4581,1621,1565,15302,14820,417424,397864,28843,27838,20404,19489,9162,8970,3093,2965
R,7,2012,17,4268503,2190437,2078066,1630664,1538057,341065,328505,33094,31536,101540,97804,5745,5582,78329,76582,1701035,1606669,378391,365960,55421,53372,129521,124701,12319,11958,1720968,1634004,1219591,1149912,318074,306666,19119,18158,96709,93276,4097,3939,63378,62053,1276629,1205660,348937,337658,34986,33800,120369,115886,9158,8902,469469,444062,411073,388145,22991,21839,13975,13378,4831,4528,1648,1643,14951,14529,424406,401009,29454,28302,20435,19572,9152,8815,3161,3056
R,7,2012,18,4360345,2240121,2120224,1659878,1560980,358239,344944,33972,32459,105940,100538,5889,5802,76203,75501,1728012,1628344,393627,381074,56549,54886,133414,127064,12525,12268,1763532,1672948,1241776,1169952,334911,322817,19878,18909,101260,95927,4252,4180,61455,61163,1296788,1224619,364073,352751,35977,35071,124400,118242,9397,9188,476589,447276,418102,391028,23328,22127,14094,13550,4680,4611,1637,1622,14748,14338,431224,403725,29554,28323,20572,19815,9014,8822,3128,3080
R,7,2012,19,4430960,2281573,2149387,1686574,1579695,370787,354214,35303,33165,109301,103860,6137,5849,73471,72604,1751989,1644245,404124,388133,57715,55599,136065,129555,12641,12178,1798424,1702652,1262797,1188822,346838,332099,20578,19609,104593,99199,4375,4217,59243,58706,1315617,1241107,374170,359970,36530,35777,127331,120943,9496,9156,483149,446735,423777,390873,23949,22115,14725,13556,4708,4661,1762,1632,14228,13898,436372,403138,29954,28163,21185,19822,8734,8612,3145,3022
R,7,2012,20,4550552,2337541,2213011,1730147,1626380,377017,364365,36790,33959,115397,110023,6449,6042,71741,72242,1793628,1690172,408207,397126,59543,56347,141996,136556,13008,12629,1843894,1759082,1297368,1230218,352678,340855,21404,20280,110507,105167,4524,4359,57413,58203,1348166,1281712,377839,367524,37596,36389,133080,127615,9690,9443,493647,453929,432779,396162,24339,23510,15386,13679,4890,4856,1925,1683,14328,14039,445462,408460,30368,29602,21947,19958,8916,8941,3318,3186
R,7,2012,21,4633178,2368174,2265004,1753547,1663173,378207,371914,36736,33570,124345,119323,7124,6482,68215,70542,1813115,1724792,407072,403737,58388,55338,150778,146042,13932,13295,1876915,1816788,1324324,1273860,353025,347489,21128,20085,119131,114128,5121,4716,54186,56510,1371533,1323201,376035,373165,36390,35584,141578,136702,10473,10113,491259,448216,429223,389313,25182,24425,15608,13485,5214,5195,2003,1766,14029,14032,441582,401591,31037,30572,21998,19754,9200,9340,3459,3182
R,7,2012,22,4628678,2362560,2266118,1755939,1666144,369487,368591,36172,32710,129787,125350,7385,6746,63790,66577,1811673,1724373,395758,397975,56612,53695,154911,150506,13779,13115,1873874,1826106,1328424,1283889,344708,344161,20513,19676,124534,120364,5236,4945,50459,53071,1372408,1330238,365439,367594,34874,34537,145860,141722,10253,9961,488686,440012,427515,382255,24779,24430,15659,13034,5253,4986,2149,1801,13331,13506,439265,394135,30319,30381,21738,19158,9051,8784,3526,3154
R,7,2012,23,4447266,2269242,2178024,1693717,1602553,343248,346459,34512,30912,131662,129993,7132,6454,58971,61653,1745136,1656296,367035,373166,53881,50337,154792,153817,13137,12493,1802723,1762216,1285511,1240917,319850,323384,19304,18555,126719,125097,5135,4790,46204,49473,1325715,1283942,338252,344798,32683,32463,146364,145468,9904,9578,466519,415808,408206,361636,23398,23075,15208,12357,4943,4896,1997,1664,12767,12180,419421,372354,28783,28368,21198,17874,8428,8349,3233,2915
R,7,2012,24,4346226,2214632,2131594,1668771,1581233,320254,325757,33772,30167,129256,129417,7147,6388,55432,58632,1717007,1632398,341998,350788,52004,48775,151425,152262,12924,12195,1748968,1720616,1259969,1223317,297915,303375,18461,17804,124556,124773,5081,4737,42986,46610,1297258,1263984,314527,323057,30830,30957,143330,144242,9588,9370,465664,410978,408802,357916,22339,22382,15311,12363,4700,4644,2066,1651,12446,12022,419749,368414,27471,27731,21174,17818,8095,8020,3336,2825
R,7,2012,25,4275655,2176181,2099474,1651392,1562484,305343,314485,32847,29214,127558,130226,7064,6292,51977,56773,1696611,1612022,325673,338430,50332,47664,148230,152331,12464,11846,1717413,1692438,1247629,1207612,283967,292611,17863,17151,122875,125706,4974,4592,40105,44766,1282351,1246583,299316,311253,29708,30066,140406,144572,9238,8987,458768,407036,403763,354872,21376,21874,14984,12063,4683,4520,2090,1700,11872,12007,414260,365439,26357,27177,20624,17598,7824,7759,3226,2859
R,7,2012,26,4299059,2184318,2114741,1665452,1579085,298322,310862,32599,29279,129893,134823,7157,6344,50895,54348,1709669,1626163,317643,333366,50042,47404,150159,156034,12598,11868,1719476,1705529,1256234,1221706,276682,288964,17129,16932,125268,130380,5003,4745,39160,42802,1290139,1258671,291131,306431,28958,29769,142397,148403,9287,9150,464842,409212,409218,357379,21640,21898,15470,12347,4625,4443,2154,1599,11735,11546,419530,367492,26512,26935,21084,17635,7762,7631,3311,2718
R,7,2012,27,4340038,2197584,2142454,1680755,1600019,295739,311136,32164,29245,132576,142020,7074,6342,49276,53692,1723555,1646634,314071,332627,49329,47428,152322,163322,12384,11849,1729363,1728752,1267857,1238276,274391,289215,16890,16882,127995,137611,4863,4738,37367,42030,1300111,1274634,287800,305564,28324,29693,144627,155804,9013,9125,468221,413702,412898,361743,21348,21921,15274,12363,4581,4409,2211,1604,11909,11662,423444,372000,26271,27063,21005,17735,7695,7518,3371,2724
R,7,2012,28,4207330,2121224,2086106,1623285,1555988,280180,299651,31304,28525,132401,144100,6788,6171,47266,51671,1664151,1600720,297576,319761,48008,46439,151468,164883,12008,11649,1669443,1680278,1224913,1200596,259746,278719,16326,16335,127836,139869,4769,4537,35853,40222,1255723,1235294,272421,293875,27502,28908,143925,157484,8879,8880,451781,405828,398372,355392,20434,20932,14978,12190,4565,4231,2019,1634,11413,11449,408428,365426,25155,25886,20506,17531,7543,7399,3129,2769
R,7,2012,29,4280142,2153004,2127138,1651021,1586472,282408,304717,31810,29110,133238,148664,6815,6350,47712,51825,1692358,1631200,299810,324808,48733,47416,152390,169304,12058,11861,1692912,1711284,1244697,1222724,261953,282767,16496,16587,128716,144316,4810,4689,36240,40201,1275862,1257265,274551,297845,27932,29372,144868,161843,8943,9056,460092,415854,406324,363748,20455,21950,15314,12523,4522,4348,2005,1661,11472,11624,416496,373935,25259,26963,20801,18044,7522,7461,3115,2805
R,7,2012,30,4285874,2150930,2134944,1651317,1592105,281066,306241,31125,28468,134164,151176,6840,6280,46418,50674,1691434,1635750,297847,326111,48022,46675,152605,171013,12046,11676,1690559,1714524,1244600,1223348,260531,284562,16108,15937,129620,146713,4836,4573,34864,39391,1274490,1257124,272573,299525,27387,28771,145000,163528,8923,8879,460371,420420,406717,368757,20535,21679,15017,12531,4544,4463,2004,1707,11554,11283,416944,378626,25274,26586,20635,17904,7605,7485,3123,2797
R,7,2012,31,4244611,2126666,2117945,1637165,1581337,277990,304998,30336,28451,128867,147585,6596,5884,45712,49690,1676500,1624224,294582,324598,47066,46317,146988,166803,11725,11159,1672851,1701027,1235740,1215588,258067,283462,15567,16102,124292,143231,4648,4269,34537,38375,1265252,1248512,270019,298053,26836,28611,139537,159544,8684,8510,453815,416918,401425,365749,19923,21536,14769,12349,4575,4354,1948,1615,11175,11315,411248,375712,24563,26545,20230,17706,7451,7259,3041,2649
R,7,2012,32,4335235,2180655,2154580,1672663,1601954,291226,316938,31371,28822,133121,151124,6829,6156,45445,49586,1711820,1644641,307649,336382,48459,46881,150888,170324,11980,11507,1708517,1728097,1255277,1227260,270330,295048,16014,16262,128407,146740,4722,4535,33767,38252,1284117,1259955,281918,309495,27399,28994,143108,162959,8772,8805,472138,426483,417386,374694,20896,21890,15357,12560,4714,4384,2107,1621,11678,11334,427703,384686,25731,26887,21060,17887,7780,7365,3208,2702
R,7,2012,33,4069723,2037597,2032126,1564985,1511383,269091,297863,28893,26613,126784,144657,6058,5617,41786,45993,1600972,1550880,284086,315648,44580,43527,143108,162550,10789,10524,1606680,1632694,1183254,1160776,250234,277213,15054,14821,122579,140554,4227,4075,31332,35255,1209989,1190861,260911,290219,25577,26634,136277,155687,7945,8003,430917,399432,381731,350607,18857,20650,13839,11792,4205,4103,1831,1542,10454,10738,390983,360019,23175,25429,19003,16893,6831,6863,2844,2521
R,7,2012,34,3992611,1996443,1996168,1539231,1491099,259254,287563,28079,26498,123738,141246,5840,5396,40301,44366,1573784,1529032,273466,304550,43417,43191,139708,158543,10221,10027,1567895,1597128,1158524,1139790,241088,267645,14481,14740,119622,137071,4153,3951,30027,33931,1183973,1168570,251131,280002,24755,26424,132937,151728,7591,7672,428548,399040,380707,351309,18166,19918,13598,11758,4116,4175,1687,1445,10274,10435,389811,360462,22335,24548,18662,16767,6771,6815,2630,2355
R,7,2012,35,3955942,1972476,1983466,1520650,1480789,254874,285364,28110,26224,124232,142620,5829,5451,38781,43018,1554017,1517474,268426,301590,43180,42634,139385,159456,10089,10094,1550514,1584316,1145578,1128297,237378,265725,14688,14908,119987,138557,4089,3949,28794,32880,1170074,1156105,246772,277523,24866,26454,132589,152710,7408,7632,421962,399150,375072,352492,17496,19639,13422,11316,4245,4063,1740,1502,9987,10138,383943,361369,21654,24067,18314,16180,6796,6746,2681,2462
R,7,2012,36,3842263,1916441,1925822,1474804,1438148,245185,274199,27123,25322,126686,142722,5388,5151,37255,40280,1506820,1472395,257811,289181,41667,40956,141491,158577,9565,9433,1502098,1532622,1105580,1089983,228300,255194,13994,14081,122668,138713,3847,3759,27709,30892,1129120,1116019,236992,266084,23807,25161,135095,152116,7133,7199,414343,393200,369224,348165,16885,19005,13129,11241,4018,4009,1541,1392,9546,9388,377700,356376,20819,23097,17860,15795,6396,6461,2432,2234
R,7,2012,37,3965664,1981177,1984487,1528198,1485421,252203,281658,27191,25818,132422,147497,5598,4956,35565,39137,1558426,1518636,264157,295905,41345,41094,146552,163033,9638,9036,1562133,1588132,1152841,1132639,235843,263541,14065,14493,128439,143606,4038,3646,26907,30207,1175451,1158015,244339,273874,23750,25347,140470,156927,7288,6929,419044,396355,375357,352782,16360,18117,13126,11325,3983,3891,1560,1310,8658,8930,382975,360621,19818,22031,17595,15747,6082,6106,2350,2107
R,7,2012,38,3845503,1913007,1932496,1475881,1446423,242112,273435,26406,24870,129752,145479,5041,4850,33815,37439,1504631,1477991,253358,286998,40054,39725,143173,160311,8870,8859,1514225,1549114,1117841,1104234,227046,256156,13733,14154,126158,141814,3666,3572,25781,29184,1139535,1128578,235005,266182,23251,24915,137641,154575,6770,6810,398782,383382,358040,342189,15066,17279,12673,10716,3594,3665,1375,1278,8034,8255,365096,349413,18353,20816,16803,14810,5532,5736,2100,2049
R,7,2012,39,3909207,1938450,1970757,1493946,1473931,249604,282390,26099,25219,130274,147435,4986,4777,33541,37005,1522357,1505086,260446,295670,39856,40161,143670,162101,8742,8684,1546812,1590261,1142015,1134109,234848,265458,13889,14491,126697,143666,3646,3566,25717,28971,1163553,1158227,242540,275308,23582,25470,138263,156295,6686,6740,391638,380496,351931,339822,14756,16932,12210,10728,3577,3769,1340,1211,7824,8034,358804,346859,17906,20362,16274,14691,5407,5806,2056,1944
R,7,2012,40,4090134,2030700,2059434,1576575,1552771,259160,291984,26571,25221,130025,147683,4936,4739,33433,37036,1604758,1583939,269814,304953,40732,40714,143126,162060,8721,8698,1642425,1682252,1227416,1215446,244615,275403,14447,14752,126404,144070,3606,3507,25937,29074,1249009,1239650,252344,284967,24696,26225,137700,156555,6682,6744,388275,377182,349159,337325,14545,16581,12124,10469,3621,3613,1330,1232,7496,7962,355749,344289,17470,19986,16036,14489,5426,5505,2039,1954
R,7,2012,41,4330257,2148912,2181345,1685709,1661866,269534,305791,26990,26121,127347,144761,4962,4829,34370,37977,1714771,1693821,280386,318983,41853,42347,140607,159142,8952,9068,1763002,1805594,1338606,1326288,255083,289076,15112,15399,123693,141155,3622,3605,26886,30071,1361109,1351335,262919,298911,26067,27672,135156,153570,6876,7106,385910,375751,347103,335578,14451,16715,11878,10722,3654,3606,1340,1224,7484,7906,353662,342486,17467,20072,15786,14675,5451,5572,2076,1962
R,7,2012,42,4390026,2187877,2202149,1720397,1685634,273046,303186,27127,25914,128354,145606,5104,4936,33849,36873,1748958,1716447,283667,315853,41938,42051,141172,159557,9142,9146,1799054,1831875,1370888,1354412,258324,287047,14964,15635,124748,141922,3780,3743,26350,29116,1392848,1378500,265980,296485,25859,27794,135765,153882,7115,7217,388823,370274,349509,331222,14722,16139,12163,10279,3606,3684,1324,1193,7499,7757,356110,337947,17687,19368,16079,14257,5407,5675,2027,1929
R,7,2012,43,4164073,2071530,2092543,1636265,1610624,252972,282014,25712,24583,120736,136796,4626,4573,31219,33953,1662671,1639036,262338,293309,39904,39956,132468,149420,8240,8366,1709463,1746278,1310210,1300905,239407,266870,14643,14858,117501,133395,3449,3432,24253,26818,1330517,1323125,246030,275133,25119,26540,127612,144315,6417,6565,362067,346265,326055,309719,13565,15144,11069,9725,3235,3401,1177,1141,6966,7135,332154,315911,16308,18176,14785,13416,4856,5105,1823,1801
R,7,2012,44,4081719,2028587,2053132,1600510,1577268,254452,284171,25024,24059,114808,130863,4489,4407,29304,32364,1625077,1604122,263179,294886,38661,38939,125758,142771,7912,8287,1675613,1715230,1282778,1274582,240867,269324,14185,14835,111716,127694,3314,3300,22753,25495,1301582,1295462,247011,277127,24361,26218,121135,137943,6155,6535,352974,337902,317732,302686,13585,14847,10839,9224,3092,3169,1175,1107,6551,6869,323495,308660,16168,17759,14300,12721,4623,4828,1757,1752
R,7,2012,45,4090411,2026505,2063906,1610333,1598822,252397,284487,24369,24054,106463,120743,4500,4366,28443,31434,1634180,1624916,260769,295129,37919,38827,116841,131811,7920,8030,1688786,1737639,1305820,1306723,239666,269973,14280,15134,103425,117726,3350,3278,22245,24805,1324223,1327051,245578,277757,24478,26470,112373,127258,6237,6356,337719,326267,304513,292099,12731,14514,10089,8920,3038,3017,1150,1088,6198,6629,309957,297865,15191,17372,13441,12357,4468,4553,1683,1674
R,7,2012,46,4171208,2067816,2103392,1638903,1626901,262914,294399,24953,24417,108303,122071,4391,4345,28352,31259,1662390,1652765,271331,304639,38759,39533,118417,133103,7867,8041,1732889,1781490,1337246,1338755,249866,280068,14817,15597,105429,119011,3319,3348,22212,24711,1355372,1358951,255775,287520,25398,27338,114111,128461,6233,6429,334927,321902,301657,288146,13048,14331,10136,8820,2874,3060,1072,997,6140,6548,307018,293814,15556,17119,13361,12195,4306,4642,1634,1612
R,7,2012,47,4427137,2192918,2234219,1745757,1738970,276549,308670,25985,25670,110679,124067,4650,4607,29298,32235,1770154,1765566,284942,319139,40458,41552,121150,135160,8231,8446,1855589,1909185,1441797,1447709,263604,294247,15860,16891,107723,121054,3574,3585,23031,25699,1460697,1468651,269518,301942,26900,29412,116805,130589,6564,6804,337329,325034,303960,291261,12945,14423,10125,8779,2956,3013,1076,1022,6267,6536,309457,296915,15424,17197,13558,12140,4345,4571,1667,1642
R,7,2012,48,4513643,2226963,2286680,1783049,1790356,273872,307784,25741,25695,110591,126296,4392,4452,29318,32097,1807398,1816805,282149,317682,40608,41980,120911,137381,8005,8303,1906144,1971572,1494221,1508165,261282,293632,16105,16968,107852,123492,3390,3468,23294,25847,1513321,1529160,267166,300939,27715,30041,116794,133091,6423,6715,320819,315108,288828,282191,12590,14152,9636,8727,2739,2804,1002,984,6024,6250,294077,287645,14983,16743,12893,11939,4117,4290,1582,1588
R,7,2012,49,4515116,2223569,2291547,1784582,1801403,270159,303878,25286,25288,110463,124926,4205,4323,28874,31729,1808586,1827419,278049,313784,39990,41645,120659,135589,7659,8075,1919000,1989517,1510090,1530977,258388,290561,16124,16919,107807,122085,3269,3408,23322,25567,1529265,1551680,264045,297875,27819,30062,116745,131286,6240,6569,304569,302030,274492,270426,11771,13317,9162,8369,2656,2841,936,915,5552,6162,279321,275739,14004,15909,12171,11583,3914,4303,1419,1506
R,7,2012,50,4510701,2218886,2291815,1794164,1816000,266653,301184,24607,25144,100764,113954,4313,4306,28385,31227,1817847,1841558,274248,310907,39200,41542,110737,124330,7795,8024,1926415,2001325,1530486,1555675,255353,288648,15926,17012,98288,111260,3437,3397,22925,25333,1549415,1576181,260795,295863,27599,30340,106981,120238,6389,6515,292471,290490,263678,260325,11300,12536,8681,8132,2476,2694,876,909,5460,5894,268432,265377,13453,15044,11601,11202,3756,4092,1406,1509
