UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2013,9,4104133,2094425,2009708,1547176,1474720,304254,295475,32659,32005,104256,104282,5821,5566,100259,97660,1638910,1564060,355691,346201,54879,53680,141597,140142,13230,12745,1593417,1525777,1112771,1055558,279084,271108,17888,17309,98856,99193,4029,3837,80789,78772,1187018,1127862,321425,312954,32741,31938,130243,129336,9558,9141,501008,483931,434405,419162,25170,24367,14771,14696,5400,5089,1792,1729,19470,18888,451892,436198,34266,33247,22138,21742,11354,10806,3672,3604
R,7,2013,10,4074206,2078108,1996098,1538432,1467982,302307,294223,32390,31353,103672,103825,5795,5543,95512,93172,1625549,1553136,351083,341880,54230,52794,138994,138139,13059,12353,1586935,1520455,1112006,1054941,277648,270755,17634,17013,98463,98752,4005,3851,77179,75143,1182677,1123918,317937,310073,32339,31477,128231,127559,9429,8994,491173,475643,426426,413041,24659,23468,14756,14340,5209,5073,1790,1692,18333,18029,442872,429218,33146,31807,21891,21317,10763,10580,3630,3359
R,7,2013,11,4057128,2069595,1987533,1532999,1462805,307656,299149,32261,31082,99317,98789,5639,5408,91723,90300,1616647,1544944,354374,345773,53829,52632,132897,131242,12564,12169,1584915,1518953,1111480,1055493,283423,275712,17801,17149,94312,93992,3935,3735,73964,72872,1179191,1122096,322072,314247,32270,31731,122469,121206,9171,8831,484680,468580,421519,407312,24233,23437,14460,13933,5005,4797,1704,1673,17759,17428,437456,422848,32302,31526,21559,20901,10428,10036,3393,3338
R,7,2013,12,4157449,2122312,2035137,1569829,1497486,319026,309553,32461,31586,103165,101659,5650,5561,92181,89292,1653645,1578794,365834,355290,54628,53011,136838,133828,12681,12388,1634430,1563634,1144973,1086911,294708,286220,18223,17616,98201,96953,3990,3824,74335,72110,1212735,1152821,333333,324105,33350,32226,126531,124022,9265,8966,487882,471503,424856,410575,24318,23333,14238,13970,4964,4706,1660,1737,17846,17182,440910,425973,32501,31185,21278,20785,10307,9806,3416,3422
R,7,2013,13,4219776,2157858,2061918,1597867,1518021,328997,318128,33444,32117,101093,99768,5862,5490,90595,88394,1680367,1598122,374882,363703,56098,54084,133412,131038,12731,12230,1668794,1591878,1171613,1108800,304721,294623,18959,18063,96137,95040,4140,3880,73224,71472,1238501,1173789,342682,332365,34462,33224,123411,121273,9352,8964,489064,470040,426254,409221,24276,23505,14485,14054,4956,4728,1722,1610,17371,16922,441866,424333,32200,31338,21636,20860,10001,9765,3379,3266
R,7,2013,14,4149559,2121285,2028274,1577378,1500292,320956,310826,32340,31425,96977,95237,5720,5280,87914,85214,1657249,1577525,365168,354333,54591,53299,128300,125109,12737,11838,1648767,1572551,1165427,1103375,297411,288090,18502,17847,92101,90507,4021,3749,71305,68983,1230439,1166081,334157,324342,34030,33115,118448,115449,9361,8736,472518,455723,411951,396917,23545,22736,13838,13578,4876,4730,1699,1531,16609,16231,426810,411444,31011,29991,20561,20184,9852,9660,3376,3102
R,7,2013,15,4149781,2121660,2028121,1577228,1498746,323058,312788,32347,31480,98597,97083,5679,5315,84751,82709,1654003,1573793,365390,354587,54350,53037,128508,125917,12283,11610,1653955,1579255,1168749,1107247,300015,290547,18460,18073,93878,92382,4078,3769,68775,67237,1231255,1168473,335321,325403,33820,33289,119024,116621,9145,8571,467705,448866,408479,391499,23043,22241,13887,13407,4719,4701,1601,1546,15976,15472,422748,405320,30069,29184,20530,19748,9484,9296,3138,3039
R,7,2013,16,4161624,2126276,2035348,1583007,1506460,322860,313184,32215,31021,100631,98778,5600,5193,81963,80712,1657272,1579349,363086,353398,54203,52826,129754,126986,12066,11564,1660158,1590201,1175865,1117835,299940,291437,18328,17752,95892,94172,3996,3705,66137,65300,1236028,1176924,333169,324831,33666,33082,120323,117864,8915,8576,466118,445147,407142,388625,22920,21747,13887,13269,4739,4606,1604,1488,15826,15412,421244,402425,29917,28567,20537,19744,9431,9122,3151,2988
R,7,2013,17,4197758,2150277,2047481,1603994,1517090,323988,314796,32421,30835,103702,101044,5736,5395,80436,78321,1676751,1587785,362790,353196,54575,52607,132458,128724,12142,11709,1682922,1603459,1194940,1128865,301349,293289,18519,17658,99042,96428,4109,3828,64963,63391,1253885,1186252,333465,325089,33992,33005,123246,119708,9043,8741,467355,444022,409054,388225,22639,21507,13902,13177,4660,4616,1627,1567,15473,14930,422866,401533,29325,28107,20583,19602,9212,9016,3099,2968
R,7,2013,18,4296134,2205027,2091107,1637886,1543858,342608,330362,33214,31594,106655,102786,5834,5670,78830,76837,1708685,1612692,380098,367919,55620,53468,134943,129823,12448,12067,1728571,1642131,1220591,1151271,319233,308292,19098,18153,101780,98204,4174,4024,63695,62187,1277882,1207122,350142,339306,34977,33792,125732,120943,9272,9007,476456,448976,417295,392587,23375,22070,14116,13441,4875,4582,1660,1646,15135,14650,430803,405570,29956,28613,20643,19676,9211,8880,3176,3060
R,7,2013,19,4390087,2255477,2134610,1667422,1567328,359775,346869,34085,32517,111543,106210,6005,5883,76647,75803,1735925,1634943,395326,383125,56706,54995,139301,132904,12679,12363,1771601,1682047,1242757,1171539,336099,324453,19851,18911,106822,101552,4357,4257,61715,61335,1297962,1226335,365307,354427,35933,35077,130226,124024,9533,9277,483876,452563,424665,395789,23676,22416,14234,13606,4721,4658,1648,1626,14932,14468,437963,408608,30019,28698,20773,19918,9075,8880,3146,3086
R,7,2013,20,4459958,2296103,2163855,1693710,1586254,372204,356035,35454,33229,114589,109511,6277,5934,73869,72892,1759449,1651050,405688,390061,57948,55699,141570,135372,12817,12296,1806012,1711760,1263673,1190590,347943,333579,20588,19622,109867,104829,4509,4297,59432,58843,1316624,1242977,375289,361460,36541,35774,132806,126726,9658,9263,490091,452095,430037,395664,24261,22456,14866,13607,4722,4682,1768,1637,14437,14049,442825,408073,30399,28601,21407,19925,8764,8646,3159,3033
R,7,2013,21,4580949,2352872,2228077,1737329,1632987,378490,366106,36890,34017,121450,116278,6607,6145,72106,72544,1801090,1697021,409845,398981,59704,56441,148256,142992,13219,12764,1853132,1768988,1299079,1232221,353849,342273,21408,20274,116541,111411,4675,4457,57580,58352,1349994,1283816,379041,368957,37598,36372,139292,134028,9872,9560,499740,459089,438250,400766,24641,23833,15482,13743,4909,4867,1932,1688,14526,14192,451096,413205,30804,30024,22106,20069,8964,8964,3347,3204
R,7,2013,22,4666392,2385044,2281348,1761249,1669859,379544,373520,36926,33635,131442,126907,7253,6596,68630,70831,1821132,1731721,408575,405448,58682,55452,158096,153789,14100,13433,1888517,1828001,1327426,1275916,354053,348815,21200,20088,126191,121692,5247,4826,54400,56664,1374778,1325368,377081,374511,36493,35590,148840,144419,10620,10242,496527,453347,433823,393943,25491,24705,15726,13547,5251,5215,2006,1770,14230,14167,446354,406353,31494,30937,22189,19862,9256,9370,3480,3191
R,7,2013,23,4661403,2378020,2283383,1762301,1672996,370736,369940,36324,32792,136944,133889,7538,6867,64177,66899,1818344,1731506,397146,399445,56816,53819,162304,159235,13955,13269,1885187,1838343,1331286,1286169,345670,345301,20543,19682,131654,128860,5383,5056,50651,53275,1375408,1332679,366417,368772,34897,34547,153181,150404,10407,10110,492833,445040,431015,386827,25066,24639,15781,13110,5290,5029,2155,1811,13526,13624,442936,398827,30729,30673,21919,19272,9123,8831,3548,3159
R,7,2013,24,4479243,2283478,2195765,1699589,1609393,344466,347775,34616,30970,138324,138998,7263,6578,59220,62051,1751236,1663463,368345,374625,53997,50447,161602,163072,13278,12663,1813699,1775119,1288614,1243380,320836,324528,19315,18529,133339,134054,5264,4906,46331,49722,1328931,1286587,339236,345984,32682,32436,153114,154665,10039,9738,469779,420646,410975,366013,23630,23247,15301,12441,4985,4944,1999,1672,12889,12329,422305,376876,29109,28641,21315,18011,8488,8407,3239,2925
R,7,2013,25,4377385,2227806,2149579,1673844,1588033,321511,327236,33874,30259,135598,138574,7288,6473,55691,59004,1722262,1639505,343350,352411,52130,48897,157927,161660,13114,12312,1759486,1733902,1262824,1225875,298939,304644,18498,17800,130871,133906,5218,4820,43136,46857,1300209,1266726,315553,324383,30850,30947,149805,153611,9767,9486,468320,415677,411020,362158,22572,22592,15376,12459,4727,4668,2070,1653,12555,12147,422053,372779,27797,28028,21280,17950,8122,8049,3347,2826
R,7,2013,26,4305217,2188750,2116467,1656239,1568805,306699,316021,32887,29282,133561,138911,7158,6344,52206,57104,1701658,1618615,327117,340094,50390,47789,154386,161201,12572,11929,1727518,1705133,1250389,1210102,285125,293897,17856,17142,128863,134384,5051,4641,40234,44967,1285220,1249221,300485,312575,29688,30074,146535,153421,9332,9064,461232,411334,405850,358703,21574,22124,15031,12140,4698,4527,2107,1703,11972,12137,416438,369394,26632,27519,20702,17715,7851,7780,3240,2865
R,7,2013,27,4326704,2196457,2130247,1670244,1584677,299715,312399,32629,29327,135470,142846,7275,6404,51124,54594,1714647,1631970,319120,334986,50073,47490,155879,164213,12759,11943,1729198,1717242,1258921,1223917,277936,290280,17133,16922,130826,138372,5098,4800,39284,42951,1292912,1260999,292384,307763,28931,29764,148097,156541,9426,9220,467259,413005,411323,360760,21779,22119,15496,12405,4644,4474,2177,1604,11840,11643,421735,370971,26736,27223,21142,17726,7782,7672,3333,2723
R,7,2013,28,4364812,2208102,2156710,1684498,1605228,296935,312723,32151,29305,137873,149178,7195,6424,49450,53852,1727427,1651972,315353,334261,49314,47490,157733,170606,12526,11950,1737642,1739353,1269690,1240221,275410,290573,16843,16881,133267,144725,4980,4813,37452,42140,1301995,1276660,288828,306930,28257,29678,150008,163039,9152,9219,470460,417357,414808,365007,21525,22150,15308,12424,4606,4453,2215,1611,11998,11712,425432,375312,26525,27331,21057,17812,7725,7567,3374,2731
R,7,2013,29,4230048,2131034,2099014,1626588,1560915,281375,301156,31306,28594,137458,150220,6896,6267,47411,51862,1667581,1605811,298829,321331,47993,46521,156634,171129,12113,11760,1677211,1689578,1226446,1202312,260749,279993,16310,16339,132888,145955,4880,4618,35938,40361,1257324,1237123,273427,295167,27460,28916,149083,163697,8991,8981,453823,409436,400142,358603,20626,21163,14996,12255,4570,4265,2016,1649,11473,11501,410257,368688,25402,26164,20533,17605,7551,7432,3122,2779
R,7,2013,30,4300627,2161949,2138678,1653500,1590889,283779,306288,31825,29143,138052,153899,6913,6410,47880,52049,1694986,1635809,301237,326458,48743,47477,157326,174679,12165,11938,1700088,1719364,1245763,1224096,263085,284097,16484,16571,133520,149511,4900,4746,36336,40343,1277012,1258747,275680,299189,27900,29362,149789,167175,9037,9131,461861,419314,407737,366793,20694,22191,15341,12572,4532,4388,2013,1664,11544,11706,417974,377062,25557,27269,20843,18115,7537,7504,3128,2807
R,7,2013,31,4303694,2158691,2145003,1653353,1595975,282308,307521,31135,28465,138405,155805,6948,6320,46542,50917,1693590,1639821,299152,327479,48025,46695,156933,175803,12154,11737,1696517,1721285,1245163,1224240,261528,285664,16093,15909,133855,151307,4926,4611,34952,39554,1275131,1258141,273582,300650,27371,28746,149328,168280,9015,8937,462174,423718,408190,371735,20780,21857,15042,12556,4550,4498,2022,1709,11590,11363,418459,381680,25570,26829,20654,17949,7605,7523,3139,2800
R,7,2013,32,4261256,2134119,2127137,1639395,1584755,279110,306239,30310,28470,132759,151873,6710,5909,45835,49891,1678847,1627817,295769,325907,47035,46356,150952,171221,11831,11192,1678396,1707169,1236409,1216284,258955,284511,15514,16081,128179,147494,4746,4296,34593,38503,1265967,1249316,270911,299116,26775,28586,143492,163934,8777,8547,455723,419968,402986,368471,20155,21728,14796,12389,4580,4379,1964,1613,11242,11388,412880,378501,24858,26791,20260,17770,7460,7287,3054,2645
R,7,2013,33,4349928,2187122,2162806,1674279,1604749,292224,318166,31359,28825,136738,155117,6920,6195,45602,49754,1713575,1647578,308712,337674,48467,46906,154596,174416,12076,11559,1713458,1733667,1255670,1227742,271148,296048,15963,16229,132015,150722,4797,4570,33865,38356,1284591,1260516,282739,310512,27356,28964,146816,167034,8859,8857,473664,429139,418609,377007,21076,22118,15396,12596,4723,4395,2123,1625,11737,11398,428984,387062,25973,27162,21111,17942,7780,7382,3217,2702
R,7,2013,34,4082539,2042822,2039717,1566170,1514059,269831,298829,28888,26619,129941,148401,6100,5661,41892,46148,1602245,1553693,284865,316672,44565,43550,146359,166388,10840,10575,1610538,1637724,1183290,1161170,250841,277992,15016,14794,125727,144294,4259,4118,31405,35356,1210080,1191337,261519,291018,25526,26610,139523,159518,7990,8052,432284,401993,382880,352889,18990,20837,13872,11825,4214,4107,1841,1543,10487,10792,392165,362356,23346,25654,19039,16940,6836,6870,2850,2523
R,7,2013,35,4004456,2001196,2003260,1540246,1493585,260036,288406,28075,26504,126554,144782,5920,5460,40365,44523,1574857,1531654,274275,305456,43406,43216,142571,162174,10297,10104,1571360,1601747,1158447,1140049,241769,268353,14446,14713,122425,140601,4218,4013,30055,34018,1183919,1168896,251809,280725,24706,26392,135783,155347,7657,7746,429836,401513,381799,353536,18267,20053,13629,11791,4129,4181,1702,1447,10310,10505,390938,362758,22466,24731,18700,16824,6788,6827,2640,2358
R,7,2013,36,3965564,1976017,1989547,1520825,1482783,255556,286085,28105,26217,126792,145837,5874,5487,38865,43138,1554276,1519572,269141,302362,43173,42636,141995,162743,10142,10141,1552979,1588254,1144874,1128357,237959,266330,14650,14883,122527,141767,4118,3973,28851,32944,1169421,1156215,247355,278135,24825,26422,135185,155987,7449,7666,423038,401293,375951,354426,17597,19755,13455,11334,4265,4070,1756,1514,10014,10194,384855,363357,21786,24227,18348,16214,6810,6756,2693,2475
R,7,2013,37,3851119,1919755,1931364,1475040,1439881,245768,274903,27116,25330,129023,145671,5458,5167,37350,40412,1507149,1474244,258422,289940,41664,40979,143883,161602,9640,9456,1504527,1536167,1105121,1089975,228766,255757,13971,14063,124998,141650,3906,3767,27765,30955,1128714,1116061,237452,266653,23779,25135,137481,155123,7199,7214,415228,395197,369919,349906,17002,19146,13145,11267,4025,4021,1552,1400,9585,9457,378435,358183,20970,23287,17885,15844,6402,6479,2441,2242
R,7,2013,38,3973390,1983827,1989563,1528120,1486919,252602,282308,27149,25814,134647,150250,5657,4974,35652,39298,1558429,1520282,264582,296614,41312,41106,148838,165875,9696,9069,1564100,1591251,1152266,1132445,236107,264037,14020,14467,130665,146342,4089,3663,26953,30297,1174914,1157901,244595,274380,23704,25315,142755,159749,7341,6959,419727,398312,375854,354474,16495,18271,13129,11347,3982,3908,1568,1311,8699,9001,383515,362381,19987,22234,17608,15791,6083,6126,2355,2110
R,7,2013,39,3851949,1915150,1936799,1475543,1447619,242548,273883,26368,24859,131745,148033,5074,4872,33872,37533,1504340,1479264,253829,287476,40007,39722,145206,162931,8903,8888,1515690,1551528,1116991,1103756,227352,256463,13692,14119,128154,144350,3694,3593,25807,29247,1138702,1128147,235321,266497,23194,24877,139678,157179,6800,6840,399460,385271,358552,343863,15196,17420,12676,10740,3591,3683,1380,1279,8065,8286,365638,351117,18508,20979,16813,14845,5528,5752,2103,2048
R,7,2013,40,3913982,1939565,1974417,1493045,1474711,249895,282697,26041,25214,131998,149936,5019,4797,33567,37062,1521483,1505924,260746,295993,39781,40149,145421,164640,8768,8711,1547496,1592204,1140782,1133332,235049,265665,13841,14461,128419,146162,3681,3587,25724,28997,1162329,1157478,242723,275507,23516,25426,140015,158828,6716,6767,392069,382213,352263,341379,14846,17032,12200,10753,3579,3774,1338,1210,7843,8065,359154,348446,18023,20486,16265,14723,5406,5812,2052,1944
R,7,2013,41,4093483,2031098,2062385,1575328,1553091,259192,292197,26494,25186,131656,150087,4959,4764,33469,37060,1603550,1584277,269851,305175,40645,40670,144795,164488,8744,8725,1642509,1683689,1225923,1214380,244571,275507,14398,14715,128036,146470,3627,3531,25954,29086,1247536,1238590,252288,285063,24630,26178,139371,158983,6704,6772,388589,378696,349405,338711,14621,16690,12096,10471,3620,3617,1332,1233,7515,7974,356014,345687,17563,20112,16015,14492,5424,5505,2040,1953
R,7,2013,42,4331851,2148528,2183323,1683864,1661716,269394,305771,26919,26073,128991,146920,4972,4846,34388,37997,1712948,1693692,280265,318974,41757,42290,142275,161318,8958,9083,1762295,1806239,1336528,1324951,254846,288942,15063,15357,125349,143307,3633,3621,26876,30061,1359024,1349991,262674,298765,25991,27614,136836,155735,6882,7121,386233,377084,347336,336765,14548,16829,11856,10716,3642,3613,1339,1225,7512,7936,353924,343701,17591,20209,15766,14676,5439,5583,2076,1962
R,7,2013,43,4389840,2186337,2203503,1717535,1684928,272851,303108,27061,25874,129939,147713,5119,4966,33832,36914,1746092,1715780,283467,315798,41845,42006,142754,161688,9154,9176,1797323,1832137,1367926,1352770,258027,286864,14907,15596,126339,144020,3799,3770,26325,29117,1389872,1376858,265665,296295,25775,27737,137362,156000,7135,7245,389014,371366,349609,332158,14824,16244,12154,10278,3600,3693,1320,1196,7507,7797,356220,338922,17802,19503,16070,14269,5392,5688,2019,1931
R,7,2013,44,4163387,2069691,2093696,1633436,1609718,252636,281946,25639,24546,122169,138878,4641,4591,31170,34017,1659800,1638193,261984,293269,39789,39919,133904,151534,8244,8385,1707356,1746446,1307176,1299177,238988,266705,14578,14815,118933,135469,3466,3444,24215,26836,1327448,1321416,245591,274962,25022,26483,129055,146422,6427,6579,362335,347250,326260,310541,13648,15241,11061,9731,3236,3409,1175,1147,6955,7181,332352,316777,16393,18307,14767,13436,4849,5112,1817,1806
R,7,2013,45,4079605,2025995,2053610,1597199,1576156,253920,283873,24953,24009,116158,132707,4508,4413,29257,32452,1621728,1603088,262639,294620,38547,38886,127104,144675,7922,8299,1672954,1714764,1279441,1272634,240283,268954,14127,14792,113062,129533,3335,3306,22706,25545,1298207,1293552,246411,276764,24266,26161,122481,139844,6168,6547,353041,338846,317758,303522,13637,14919,10826,9217,3096,3174,1173,1107,6551,6907,323521,309536,16228,17856,14281,12725,4623,4831,1754,1752
R,7,2013,46,4086799,2023165,2063634,1606403,1597304,251713,284054,24293,24009,107823,122379,4511,4383,28422,31505,1630240,1623461,260085,294715,37803,38772,118209,133504,7922,8056,1685465,1736424,1301982,1304346,238923,269473,14219,15090,104778,119365,3363,3295,22200,24855,1320353,1324713,244813,277259,24374,26412,113730,128955,6240,6383,337700,327210,304421,292958,12790,14581,10074,8919,3045,3014,1148,1088,6222,6650,309887,298748,15272,17456,13429,12360,4479,4549,1682,1673
R,7,2013,47,4165962,2063499,2102463,1634387,1624826,261987,293948,24838,24356,109565,123695,4404,4357,28318,31281,1657850,1650713,270404,304196,38602,39449,119679,134756,7871,8053,1728619,1779748,1332836,1335964,248866,279544,14730,15538,106687,120631,3332,3361,22168,24710,1350925,1356161,254760,286984,25275,27252,115370,130111,6238,6440,334880,322715,301551,288862,13121,14404,10108,8818,2878,3064,1072,996,6150,6571,306925,294552,15644,17212,13327,12197,4309,4645,1633,1613
R,7,2013,48,4418934,2186890,2232044,1740020,1736027,275379,307995,25861,25591,111708,125562,4661,4610,29261,32259,1764393,1762647,283769,318479,40289,41449,122176,136684,8235,8448,1849843,1906380,1436365,1444222,262383,293504,15766,16823,108756,122547,3586,3589,22987,25695,1455232,1465159,268277,301190,26766,29314,117840,132113,6572,6810,337047,325664,303655,291805,12996,14491,10095,8768,2952,3015,1075,1021,6274,6564,309161,297488,15492,17289,13523,12135,4336,4571,1663,1638
R,7,2013,49,4503246,2219697,2283549,1776334,1786839,272564,306958,25617,25612,111492,127577,4408,4456,29282,32107,1800656,1813307,280834,316863,40443,41868,121810,138686,8013,8298,1899234,1967980,1487879,1504267,259947,292746,16002,16893,108754,124773,3409,3474,23243,25827,1506935,1525250,265808,300035,27569,29926,117697,134395,6434,6713,320463,315569,288455,282572,12617,14212,9615,8719,2738,2804,999,982,6039,6280,293721,288057,15026,16828,12874,11942,4113,4291,1579,1585
R,7,2013,50,4502720,2215048,2287672,1776793,1797262,268654,302930,25143,25205,111416,126228,4224,4341,28818,31706,1800759,1823264,276547,312819,39793,41526,121600,136911,7664,8085,1910999,1985347,1502814,1526574,256881,289582,16010,16842,108759,123378,3289,3427,23246,25544,1521932,1547259,262519,296878,27648,29951,117688,132600,6247,6582,304049,302325,273979,270688,11773,13348,9133,8363,2657,2850,935,914,5572,6162,278827,276005,14028,15941,12145,11575,3912,4311,1417,1503
