UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2014,9,4102894,2093923,2008971,1541188,1469407,305798,296728,33220,32091,105796,105401,5993,5709,101928,99635,1634428,1560435,358537,348729,55578,53951,143697,141888,13461,12975,1585726,1519655,1100983,1046158,280039,271847,18080,17188,100247,100169,4153,3977,82224,80316,1176557,1119783,323394,314716,33036,31782,132110,130916,9706,9391,508197,489316,440205,423249,25759,24881,15140,14903,5549,5232,1840,1732,19704,19319,457871,440652,35143,34013,22542,22169,11587,10972,3755,3584
R,1,2014,10,4092454,2087661,2004793,1544281,1472767,302824,294405,32124,31701,104561,104818,5776,5471,98095,95631,1633943,1560218,352964,343692,54252,53250,140979,140054,13096,12520,1592024,1525151,1114290,1056996,277890,270417,17580,17138,99280,99708,3991,3805,78993,77087,1186770,1127792,319188,311067,32363,31673,129906,129225,9466,9067,495637,479642,429991,415771,24934,23988,14544,14563,5281,5110,1785,1666,19102,18544,447173,432426,33776,32625,21889,21577,11073,10829,3630,3453
R,1,2014,11,4078919,2080084,1998835,1538624,1468865,305830,298290,32526,31542,103526,103088,5783,5524,93795,91526,1624111,1552264,353574,345293,54291,52876,138106,136468,12958,12327,1589835,1523999,1112686,1056081,281216,274786,17809,17274,98306,98248,4043,3826,75775,73784,1181991,1123633,320707,313560,32461,31637,127384,126274,9445,8932,490249,474836,425938,412784,24614,23504,14717,14268,5220,4840,1740,1698,18020,17742,442120,428631,32867,31733,21830,21239,10722,10194,3513,3395
R,1,2014,12,4103668,2094126,2009542,1550762,1480068,312863,303683,32380,31071,100546,99230,5638,5465,91937,90025,1634503,1562077,359785,349961,54299,52742,133940,131516,12581,12231,1608540,1539782,1128336,1071242,288555,280354,17980,17314,95675,94415,3927,3767,74067,72690,1196014,1137741,327283,318694,32816,32024,123707,121552,9170,8867,485586,469760,422426,408826,24308,23329,14400,13757,4871,4815,1711,1698,17870,17335,438489,424336,32502,31267,21483,20718,10233,9964,3411,3364
R,1,2014,13,4230982,2162054,2068928,1596129,1518429,328728,318437,33279,32214,105873,104637,5852,5679,92193,89532,1680050,1599729,375354,364396,55822,54061,139421,136711,12826,12482,1668677,1593765,1166226,1105080,304286,294604,18748,17920,100838,99828,4159,3970,74420,72363,1234131,1171046,342790,332587,34107,32983,129112,126755,9446,9080,493377,475163,429903,413349,24442,23833,14531,14294,5035,4809,1693,1709,17773,17169,445919,428683,32564,31809,21715,21078,10309,9956,3380,3402
R,1,2014,14,4166526,2130726,2035800,1581417,1503288,323391,312272,32707,31604,98905,97191,5750,5375,88556,86070,1661944,1581273,368413,356547,55030,53250,130171,127392,12617,12038,1651666,1574389,1163750,1101279,299510,289200,18635,18000,94076,92537,4053,3815,71642,69558,1229142,1164466,336839,326002,34046,32965,120394,117821,9234,8861,479060,461411,417667,402009,23881,23072,14072,13604,4829,4654,1697,1560,16914,16512,432802,416807,31574,30545,20984,20285,9777,9571,3383,3177
R,1,2014,15,4172789,2131993,2040796,1584762,1507852,324297,314583,32419,31541,97843,96863,5648,5312,87024,84645,1663680,1584665,367823,357649,54633,53556,128729,126314,12605,11753,1658264,1584502,1171597,1110150,300615,291908,18497,17906,92980,92162,4038,3766,70537,68610,1235801,1172619,336788,327716,33947,33340,118961,116833,9356,8702,473729,456294,413165,397702,23682,22675,13922,13635,4863,4701,1610,1546,16487,16035,427879,412046,31035,29933,20686,20216,9768,9481,3249,3051
R,1,2014,16,4141256,2117715,2023541,1573071,1495049,322102,311951,32122,31093,101671,98843,5650,5202,83099,81403,1648366,1568718,363249,352734,54040,52707,131202,127419,12118,11422,1651265,1577134,1165646,1105363,299201,289904,18275,17897,96858,94208,4043,3712,67242,66050,1226774,1165274,333316,323871,33654,33161,121629,118231,8978,8460,466450,446407,407425,389686,22901,22047,13847,13196,4813,4635,1607,1490,15857,15353,421592,403444,29933,28863,20386,19546,9573,9188,3140,2962
R,1,2014,17,4194833,2145865,2048968,1599685,1516031,322751,314386,32394,31102,103714,102106,5742,5288,81579,80055,1673572,1588270,362349,353924,54440,52853,132899,130339,12211,11736,1675550,1603067,1188140,1126575,299836,292758,18509,17772,99033,97475,4105,3765,65927,64722,1248057,1185127,332548,325534,33824,33036,123709,121219,9065,8734,470315,445901,411545,389456,22915,21628,13885,13330,4681,4631,1637,1523,15652,15333,425515,403143,29801,28390,20616,19817,9190,9120,3146,3002
R,1,2014,18,4258557,2185142,2073415,1624452,1532708,334025,321690,32799,31038,108033,104840,5832,5619,80001,77520,1696521,1602397,372263,359745,55286,52861,136758,132071,12333,12043,1708443,1623451,1207149,1139155,310642,299783,18737,17673,103268,100141,4190,3992,64457,62707,1265316,1195728,342179,331192,34538,33115,127465,123040,9222,8993,476699,449964,417303,393553,23383,21907,14062,13365,4765,4699,1642,1627,15544,14813,431205,406669,30084,28553,20748,19746,9293,9031,3111,3050
R,1,2014,19,4347666,2231591,2116075,1651742,1556016,350841,339157,33618,32063,111453,106510,5984,5833,77953,76496,1721653,1624412,387425,376175,56265,54346,139430,133425,12686,12167,1749306,1664271,1229048,1161009,327094,316799,19397,18441,106642,101940,4340,4213,62785,61869,1285424,1216391,357129,347365,35435,34384,130313,124632,9522,9131,482285,451804,422694,395007,23747,22358,14221,13622,4811,4570,1644,1620,15168,14627,436229,408021,30296,28810,20830,19962,9117,8793,3164,3036
R,1,2014,20,4425087,2275410,2149677,1679148,1574610,365216,351552,34607,32963,115366,110304,6193,5904,74880,74344,1745860,1640790,399729,386858,56881,55356,142655,136463,12746,12329,1786726,1696348,1250125,1177834,341147,329130,20065,19437,110640,105639,4424,4294,60325,60014,1303938,1231359,369449,358124,35912,35558,133686,127688,9514,9294,488684,453329,429023,396776,24069,22422,14542,13526,4726,4665,1769,1610,14555,14330,441922,409431,30280,28734,20969,19798,8969,8775,3232,3035
R,1,2014,21,4545041,2340817,2204224,1726107,1615101,377717,361343,36319,33730,120544,115428,6376,6026,73754,72596,1791597,1679568,410319,394495,59222,56267,147857,141644,12954,12465,1840189,1743936,1286440,1212081,353274,338314,21083,19934,115693,110718,4583,4360,59116,58529,1338950,1264128,379643,365362,37368,36150,138939,132976,9755,9362,500628,460288,439667,403020,24443,23029,15236,13796,4851,4710,1793,1666,14638,14067,452647,415440,30676,29133,21854,20117,8918,8668,3199,3103
R,1,2014,22,4629100,2368297,2260803,1744653,1650943,379689,372130,37200,33711,129663,125324,7069,6454,70023,72241,1806067,1714168,409964,404771,59281,55947,156122,152525,13842,13285,1870421,1803133,1309141,1252757,354485,347423,21482,20155,124651,120216,5090,4683,55572,57899,1357850,1303429,378589,373701,36999,36015,147058,143234,10418,10033,497876,457670,435512,398186,25204,24707,15718,13556,5012,5108,1979,1771,14451,14342,448217,410739,31375,31070,22282,19932,9064,9291,3424,3252
R,1,2014,23,4718598,2410162,2308436,1781729,1689781,377912,373851,36911,33475,139154,135348,7456,6811,67000,69170,1840187,1750306,405698,404638,58318,54935,165604,161652,14133,13462,1907576,1853153,1342306,1293967,352277,348811,20897,19966,133830,130214,5355,5001,52911,55194,1388322,1342211,374114,373474,35839,35147,156360,152498,10591,10228,502586,455283,439423,395814,25635,25040,16014,13509,5324,5134,2101,1810,14089,13976,451865,408095,31584,31164,22479,19788,9244,9154,3542,3234
R,1,2014,24,4576743,2334545,2242198,1730645,1639022,359690,360084,35577,31888,139386,139918,7545,6699,61702,64587,1784625,1695412,384804,388402,55493,52150,163639,164649,13717,12931,1853513,1808202,1310054,1261437,335240,336209,19983,19175,134260,134890,5442,4985,48534,51506,1352429,1306287,354813,358765,33877,33506,154874,155989,10306,9964,481032,433996,420591,377585,24450,23875,15594,12713,5126,5028,2103,1714,13168,13081,432196,389125,29991,29637,21616,18644,8765,8660,3411,2967
R,1,2014,25,4451502,2264691,2186811,1690048,1604926,333327,338337,34386,30838,142274,145456,7295,6716,57361,60538,1739935,1657677,356125,364312,53047,49846,165202,169163,13171,12612,1793211,1765110,1276923,1237792,310048,315237,18981,18246,137358,140541,5251,5018,44650,48276,1315652,1279794,327449,335687,31711,31776,156865,160816,9898,9715,471480,421701,413125,367134,23279,23100,15405,12592,4916,4915,2044,1698,12711,12262,424283,377883,28676,28625,21336,18070,8337,8347,3273,2897
R,1,2014,26,4342745,2209762,2132983,1664326,1574945,313841,321204,33098,29701,137217,142499,7338,6405,53942,58229,1711107,1625775,335129,345764,50905,48204,158784,165348,13083,12202,1744987,1719194,1255706,1214105,291809,298896,18037,17437,132492,137929,5224,4757,41719,46070,1291707,1254248,307962,318061,30096,30434,150785,157487,9747,9344,464775,413789,408620,360840,22032,22308,15061,12264,4725,4570,2114,1648,12223,12159,419400,371527,27167,27703,20809,17770,7999,7861,3336,2858
R,1,2014,27,4311534,2188629,2122905,1658662,1573755,302174,313832,32628,29246,136387,143972,7195,6395,51583,55705,1703622,1622106,321816,337206,50032,47696,157130,165686,12607,11869,1724791,1710112,1250365,1213536,280582,291546,17504,16912,131703,139527,5042,4714,39595,43877,1284756,1251480,295166,309743,29217,29815,149282,158048,9315,9089,463838,412793,408297,360219,21592,22286,15124,12334,4684,4445,2153,1681,11988,11828,418866,370626,26650,27463,20815,17881,7848,7638,3292,2780
R,1,2014,28,4372689,2216721,2155968,1686872,1602723,300505,313911,32565,29444,139070,148897,7335,6526,50374,54467,1730547,1650014,319653,336011,49933,47580,159121,170457,12676,12186,1742948,1737244,1269632,1236697,278505,291657,16907,16982,134420,144339,5130,4934,38354,42635,1302687,1273578,292584,308489,28541,29788,151352,162719,9301,9448,473773,418724,417240,366026,22000,22254,15658,12462,4650,4558,2205,1592,12020,11832,427860,376436,27069,27522,21392,17792,7769,7738,3375,2738
R,1,2014,29,4318810,2178278,2140532,1660166,1590202,289762,308673,31803,29034,140771,153343,7048,6320,48728,52960,1702441,1636015,307727,329651,48758,47023,160405,174649,12415,11822,1714254,1724092,1251009,1225723,268625,286841,16661,16582,136125,148956,4927,4651,36907,41339,1282839,1261395,281706,302639,27945,29189,152698,167099,9138,9047,464024,416440,409157,364479,21137,21832,15142,12452,4646,4387,2121,1669,11821,11621,419602,374620,26021,27012,20813,17834,7707,7550,3277,2775
R,1,2014,30,4245326,2135562,2109764,1630186,1567117,280890,302261,31277,28560,139031,153791,6928,6333,47250,51702,1671041,1611842,298231,322265,47865,46642,158193,174524,12117,11835,1681127,1697048,1229385,1205880,260256,280639,16222,16193,134580,149547,4923,4713,35761,40076,1260078,1240379,272747,295652,27343,28826,150729,167128,9003,9055,454435,412716,400801,361237,20634,21622,15055,12367,4451,4244,2005,1620,11489,11626,410963,371463,25484,26613,20522,17816,7464,7396,3114,2780
R,1,2014,31,4338083,2179054,2159029,1665148,1604267,285662,308912,31901,29204,141795,158084,6985,6483,47563,52079,1706317,1649216,302939,329216,48964,47674,160807,178707,12298,11959,1709578,1731741,1250506,1229931,264505,286521,16516,16536,137174,153556,4954,4773,35923,40424,1281375,1264609,276885,301719,27956,29515,153193,171091,9143,9161,469476,427288,414642,374336,21157,22391,15385,12668,4621,4528,2031,1710,11640,11655,424942,384607,26054,27497,21008,18159,7614,7616,3155,2798
R,1,2014,32,4249386,2128024,2121362,1631250,1578418,277694,303914,30134,28018,136403,154920,6760,6029,45783,50063,1670753,1621572,294237,323576,46873,45921,154586,174489,11805,11395,1675975,1702997,1231932,1211370,257398,282376,15425,15701,131961,150498,4770,4377,34489,38675,1261448,1244566,269246,297049,26680,28196,147221,167076,8734,8635,452049,418365,399318,367048,20296,21538,14709,12317,4442,4422,1990,1652,11294,11388,409305,377006,24991,26527,20193,17725,7365,7413,3071,2760
R,1,2014,33,4351572,2183270,2168302,1672006,1609527,289847,316850,31306,29033,136805,156359,6989,6143,46317,50390,1711872,1652945,306708,336577,48205,47255,155248,175948,12267,11513,1711070,1737117,1254352,1230956,269004,294527,16024,16336,132068,151906,4894,4505,34728,38887,1283989,1264234,280991,309171,27346,29151,147488,168511,9074,8821,472200,431185,417654,378571,20843,22323,15282,12697,4737,4453,2095,1638,11589,11503,427883,388711,25717,27406,20859,18104,7760,7437,3193,2692
R,1,2014,34,4243170,2131786,2111384,1632050,1565582,283104,309908,30283,27767,135883,154063,6466,5937,44000,48127,1670025,1606901,298898,328761,46777,45276,153057,172785,11431,11088,1674960,1693511,1228102,1198412,262779,288283,15419,15536,131429,149854,4486,4397,32745,37029,1256116,1229979,273882,302124,26417,27855,145733,165703,8386,8523,456826,417873,403948,367170,20325,21625,14864,12231,4454,4209,1980,1540,11255,11098,413909,376922,25016,26637,20360,17421,7324,7082,3045,2565
R,1,2014,35,4006472,2000509,2005963,1533974,1489308,262918,291936,27958,26345,128957,147961,5945,5505,40757,44908,1568958,1527836,277508,309165,43301,43016,145057,165518,10394,10221,1574240,1606664,1155876,1138491,244449,271492,14510,14600,124763,143769,4204,3996,30438,34316,1181700,1167709,254817,284052,24802,26205,138206,158622,7698,7779,426269,399299,378098,350817,18469,20444,13448,11745,4194,4192,1741,1509,10319,10592,387258,360127,22691,25113,18499,16811,6851,6896,2696,2442
R,1,2014,36,4028427,2009265,2019162,1546845,1505511,260486,290270,28521,26836,127411,146767,6001,5638,40001,44140,1581170,1543220,274597,307182,43998,43497,143066,163924,10383,10300,1578425,1612615,1164067,1146980,242507,270067,14751,15068,123161,142635,4251,4118,29688,33747,1189247,1175578,252339,282318,25113,26733,136237,157186,7682,7850,430840,406547,382778,358531,17979,20203,13770,11768,4250,4132,1750,1520,10313,10393,391923,367642,22258,24864,18885,16764,6829,6738,2701,2450
R,1,2014,37,3884642,1934617,1950025,1486378,1452817,247828,277674,27390,25450,129178,146920,5730,5200,38113,41964,1519167,1488507,260756,293393,42055,41517,144402,163466,10053,9714,1517154,1552250,1114847,1100882,230546,258386,14240,14276,125063,142914,4075,3761,28383,32031,1138984,1127847,239450,269758,24121,25585,137839,156857,7459,7378,417463,397775,371531,351935,17282,19288,13150,11174,4115,4006,1655,1439,9730,9933,380183,360660,21306,23635,17934,15932,6563,6609,2594,2336
R,1,2014,38,3902008,1945558,1956450,1493071,1455622,249794,279527,27158,25619,133662,150724,5460,5137,36413,39821,1524253,1489530,262318,294164,41462,40978,148061,166547,9434,9339,1527981,1559399,1120465,1103369,232793,260655,14003,14341,129659,146707,3910,3781,27151,30546,1143415,1129174,241435,271196,23732,25190,141778,160151,7074,7145,417577,397051,372606,352253,17001,18872,13155,11278,4003,4017,1550,1356,9262,9275,380838,360356,20883,22968,17730,15788,6283,6396,2360,2194
R,1,2014,39,3954774,1972848,1981926,1520860,1483100,249956,280166,27144,25449,134560,149633,5511,4904,34817,38674,1550456,1515832,261595,294220,41075,40706,148358,164961,9485,8911,1557145,1584832,1147998,1128986,233952,262200,14051,14295,130698,145843,3996,3594,26450,29914,1170279,1154024,242259,272442,23588,25196,142523,159033,7194,6826,415703,397094,372862,354114,16004,17966,13093,11154,3862,3790,1515,1310,8367,8760,380177,361808,19336,21778,17487,15510,5835,5928,2291,2085
R,1,2014,40,3837370,1902766,1934604,1464492,1443794,242245,274585,25608,24779,131968,149713,4968,4872,33485,36861,1492909,1474839,253293,287834,39121,39382,145358,164432,8711,8830,1513397,1555415,1114851,1105301,227450,257547,13424,14131,128455,146002,3629,3617,25588,28817,1136300,1129313,235208,267352,22923,24790,139961,158694,6693,6806,389369,379189,349641,338493,14795,17038,12184,10648,3513,3711,1339,1255,7897,8044,356609,345526,18085,20482,16198,14592,5397,5738,2018,2024
R,1,2014,41,4010005,1986977,2023028,1530536,1512556,256400,289617,26623,25322,134539,153442,5032,4892,33847,37199,1559196,1543851,267137,302798,40755,40558,148022,168107,8829,8848,1592008,1637268,1175564,1167789,241547,272466,14176,14561,130915,149690,3714,3628,26092,29134,1197420,1191993,249211,282189,24264,25771,142559,162382,6759,6888,394969,385760,354972,344767,14853,17151,12447,10761,3624,3752,1318,1264,7755,8065,361776,351858,17926,20609,16491,14787,5463,5725,2070,1960
R,1,2014,42,4185913,2076861,2109052,1622007,1598842,261075,295072,26216,25589,129110,147465,5038,4676,33415,37408,1650164,1630378,271647,308096,40412,41409,142244,161795,8841,8701,1693129,1733735,1276913,1263282,246570,278577,14489,15064,125473,143885,3663,3510,26021,29417,1298577,1287827,254201,288155,24843,26859,136845,156306,6787,6814,383732,375317,345094,335560,14505,16495,11727,10525,3637,3580,1375,1166,7394,7991,351587,342551,17446,19941,15569,14550,5399,5489,2054,1887
R,1,2014,43,4410427,2189683,2220744,1716629,1692984,274507,308603,27386,26124,131555,150045,4935,4968,34671,38020,1745920,1724843,285558,321818,42460,42572,144691,164370,8966,9275,1799693,1845134,1366033,1357536,259639,291825,15293,15549,127943,146374,3639,3716,27146,30134,1388710,1382532,267675,301722,26427,28001,139282,158702,6949,7258,389990,375610,350596,335448,14868,16778,12093,10575,3612,3671,1296,1252,7525,7886,357210,342311,17883,20096,16033,14571,5409,5668,2017,2017
R,1,2014,44,4300988,2140641,2160347,1686073,1656279,264081,294563,26272,25222,126543,143893,5070,4847,32602,35543,1713639,1686018,274042,306547,40751,40984,138917,157319,8972,8854,1760511,1795982,1344002,1330133,249765,278677,14692,15193,123038,140306,3793,3692,25221,27981,1365063,1353317,256796,287487,25283,27079,133685,151828,7005,7005,380130,364365,342071,326146,14316,15886,11580,10029,3505,3587,1277,1155,7381,7562,348576,332701,17246,19060,15468,13905,5232,5491,1967,1849
R,1,2014,45,4097178,2035846,2061332,1601876,1580902,252448,280479,25485,24016,121606,138320,4412,4506,30019,33109,1627099,1608485,261432,291457,39256,39085,132877,150581,7955,8336,1679950,1719964,1281723,1275434,238765,265407,14394,14602,118486,135033,3276,3364,23306,26124,1301080,1296915,245083,273416,24645,26096,128187,145691,6180,6558,355896,341368,320153,305468,13683,15072,11091,9414,3120,3287,1136,1142,6713,6985,326019,311570,16349,18041,14611,12989,4690,4890,1775,1778
R,1,2014,46,4069597,2017565,2052032,1596391,1580839,252057,283493,24335,24078,111433,127415,4492,4312,28857,31895,1620664,1607335,260542,294204,37866,38866,122115,138872,7853,8095,1674298,1719333,1287339,1282996,238816,268670,13997,14939,108374,124350,3335,3258,22437,25120,1305953,1303610,244757,276455,24096,26298,117597,134164,6155,6411,343267,332699,309052,297843,13241,14823,10338,9139,3059,3065,1157,1054,6420,6775,314711,303725,15785,17749,13770,12568,4518,4708,1698,1684
R,1,2014,47,4095769,2025931,2069838,1606594,1601391,254110,286980,24134,23895,108416,122005,4506,4373,28171,31194,1630006,1627190,262564,297445,37591,38692,118648,133022,7954,8040,1691686,1746145,1305193,1311397,241335,272614,14221,15224,105465,118996,3391,3329,22081,24585,1323274,1331475,247267,280219,24471,26585,114259,128482,6304,6399,334245,323693,301401,289994,12775,14366,9913,8671,2951,3009,1115,1044,6090,6609,306732,295715,15297,17226,13120,12107,4389,4540,1650,1641
R,1,2014,48,4264025,2111645,2152380,1673866,1665260,267930,299702,25460,24993,111115,126272,4534,4431,28740,31722,1697737,1691504,276350,309998,39529,40272,121382,137532,8048,8196,1775129,1828517,1371114,1375633,254570,285032,15234,16108,108227,123175,3469,3420,22515,25149,1389544,1396155,260476,292532,25962,28015,117101,132854,6415,6579,336516,323863,302752,289627,13360,14670,10226,8885,2888,3097,1065,1011,6225,6573,308193,295349,15874,17466,13567,12257,4281,4678,1633,1617
R,1,2014,49,4507912,2225166,2282746,1776099,1780780,276709,311921,25911,25782,112443,127289,4554,4569,29450,32405,1800623,1807505,285059,322246,40653,42086,122887,138358,8125,8391,1895134,1959966,1478725,1491457,264059,297565,16026,17018,109538,124382,3534,3569,23252,25975,1497826,1512601,269925,305145,27415,30015,118583,133969,6525,6792,330032,322780,297374,289323,12650,14356,9885,8764,2905,2907,1020,1000,6198,6430,302797,294904,15134,17101,13238,12071,4304,4389,1600,1599
R,1,2014,50,4481979,2204781,2277198,1765939,1784806,268347,302559,25222,25233,111913,128279,4296,4433,29064,31888,1790105,1811040,276380,312372,40093,41386,122154,139234,7773,8302,1893316,1968586,1485562,1508675,256085,288732,15957,16686,109249,125406,3294,3468,23169,25619,1504601,1529473,261797,295948,27600,29621,118157,134859,6229,6724,311465,308612,280377,276131,12262,13827,9265,8547,2664,2873,1002,965,5895,6269,285504,281567,14583,16424,12493,11765,3997,4375,1544,1578
