UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2011,9,4035769,2059312,1976457,1528959,1457618,305656,296945,32254,31003,95416,95503,5569,5342,91458,90046,1612393,1539545,352264,343457,53786,52509,128833,127823,12474,12085,1578047,1512599,1110311,1054505,281816,273826,17815,17137,90431,90720,3881,3671,73793,72740,1177901,1121013,320431,312339,32277,31716,118429,117808,9096,8750,481265,463858,418648,403113,23840,23119,14439,13866,4985,4783,1688,1671,17665,17306,434492,418532,31833,31118,21509,20793,10404,10015,3378,3335
R,7,2011,10,4135617,2111886,2023731,1565784,1492217,316902,307221,32433,31487,99214,98306,5584,5492,91969,89008,1649419,1573282,363609,352837,54580,52869,132779,130322,12594,12300,1627422,1557175,1143795,1085960,292963,284287,18232,17612,94262,93610,3938,3758,74232,71948,1211483,1151746,331580,322142,33359,32212,122487,120534,9193,8881,484464,466556,421989,406257,23939,22934,14201,13875,4952,4696,1646,1734,17737,17060,437936,421536,32029,30695,21221,20657,10292,9788,3401,3419
R,7,2011,11,4197472,2147112,2050360,1593465,1512726,326909,315750,33392,32024,97202,96296,5807,5420,90337,88144,1675740,1592606,372656,361218,55996,53953,129415,127436,12664,12145,1661875,1585238,1170428,1107844,303010,292586,18964,18064,92252,91595,4087,3812,73134,71337,1237252,1172721,340962,330308,34465,33222,119433,117707,9288,8880,485237,465122,423037,404882,23899,23164,14428,13960,4950,4701,1720,1608,17203,16807,438488,419885,31694,30910,21531,20731,9982,9729,3376,3265
R,7,2011,12,4126168,2109811,2016357,1572367,1494934,318840,308409,32292,31340,93041,91566,5655,5209,87616,84899,1651980,1571904,362899,351777,54500,53153,124228,121279,12651,11745,1641947,1565575,1164422,1102408,295703,285956,18504,17843,88177,86871,3965,3679,71176,68818,1229340,1164995,332430,322180,34034,33098,114397,111661,9284,8644,467864,450782,407945,392526,23137,22453,13788,13497,4864,4695,1690,1530,16440,16081,422640,406909,30469,29597,20466,20055,9831,9618,3367,3101
R,7,2011,13,4124244,2108976,2015268,1571506,1492884,320812,310352,32279,31411,94370,93074,5614,5262,84395,82285,1647971,1567564,363007,351973,54225,52884,124087,121697,12191,11528,1646925,1571727,1167947,1106120,298234,288397,18457,18070,89687,88403,4011,3720,68589,67017,1230305,1167174,333520,323212,33814,33273,114653,112450,9052,8494,462051,443541,403559,386764,22578,21955,13822,13341,4683,4671,1603,1542,15806,15268,417666,400390,29487,28761,20411,19611,9434,9247,3139,3034
R,7,2011,14,4131487,2110785,2020702,1575739,1499709,320284,310573,32099,30950,95699,94083,5504,5145,81460,80242,1649568,1572196,360303,350613,53997,52669,124561,122033,11937,11481,1652005,1581415,1174988,1116328,297903,289143,18318,17754,91019,89505,3899,3659,65878,65026,1234950,1175204,331095,322488,33643,33069,115212,112955,8788,8496,458780,439287,400751,383381,22381,21430,13781,13196,4680,4578,1605,1486,15582,15216,414618,396992,29208,28125,20354,19600,9349,9078,3149,2985
R,7,2011,15,4158977,2129579,2029398,1593733,1508857,320953,311723,32226,30726,97372,94934,5605,5307,79690,77851,1665854,1579151,359468,349955,54241,52406,125723,122347,11956,11586,1672226,1592334,1193455,1126862,298959,290572,18511,17669,92778,90367,3985,3744,64538,63120,1252072,1184041,331005,322329,33948,32998,116610,113398,8867,8624,457353,437064,400278,381995,21994,21151,13715,13057,4594,4567,1620,1563,15152,14731,413782,395110,28463,27626,20293,19408,9113,8949,3089,2962
R,7,2011,16,4247472,2179123,2068349,1624938,1533641,339518,326905,32982,31473,98102,94449,5676,5521,77907,76360,1694952,1602063,376684,364280,55237,53270,125847,121226,12217,11879,1715185,1628063,1218731,1148877,316874,305255,19117,18164,93303,89956,4033,3882,63127,61929,1275576,1204527,347695,336225,34969,33802,116740,112456,9065,8829,463938,440286,406207,384764,22644,21650,13865,13309,4799,4493,1643,1639,14780,14431,419376,397536,28989,28055,20268,19468,9107,8770,3152,3050
R,7,2011,17,4334957,2226783,2108174,1653315,1555597,356805,343248,33858,32402,101235,95934,5813,5722,75757,75271,1721072,1622764,392049,379285,56363,54785,128439,122341,12412,12173,1756641,1665573,1240945,1168793,333846,321331,19895,18912,96598,91379,4187,4103,61170,61055,1295736,1223380,362965,351253,35979,35075,119478,113585,9297,9098,470142,442601,412370,386804,22959,21917,13963,13490,4637,4555,1626,1619,14587,14216,425336,399384,29084,28032,20384,19710,8961,8756,3115,3075
R,7,2011,18,4402634,2266716,2135918,1679073,1573688,369264,352458,35172,33092,104119,98598,6044,5767,73044,72315,1744113,1637993,402471,386275,57501,55469,130633,124132,12508,12074,1790361,1694262,1261379,1187367,345654,330628,20578,19594,99452,93982,4296,4136,59002,58555,1314004,1239535,372977,358486,36516,35756,121958,115582,9376,9056,476355,441656,417694,386321,23610,21830,14594,13498,4667,4616,1748,1631,14042,13760,430109,398458,29494,27789,20985,19713,8675,8550,3132,3018
R,7,2011,19,4520683,2321580,2199103,1721340,1620037,375375,362526,36649,33873,110484,104765,6366,5945,71366,71957,1784514,1683594,406389,395166,59343,56206,136890,131145,12886,12511,1834439,1750294,1294449,1228433,351350,339350,21379,20264,105612,99935,4439,4269,57210,58043,1345092,1279812,376462,365984,37561,36356,128004,122244,9579,9338,487141,448809,426891,391604,24025,23176,15270,13609,4872,4830,1927,1676,14156,13914,439422,403782,29927,29182,21782,19850,8886,8901,3307,3173
R,7,2011,20,4600421,2350022,2250399,1743598,1656722,376295,370042,36572,33489,118679,113513,7011,6374,67867,70259,1802911,1718109,405008,401746,58157,55211,144930,140077,13782,13170,1864768,1807196,1319734,1271908,351442,345913,21071,20060,113485,108336,5033,4623,54003,56356,1366838,1321139,374405,371559,36327,35557,135763,130762,10357,9997,485254,443203,423864,384814,24853,24129,15501,13429,5194,5177,1978,1751,13864,13903,436073,396970,30603,30187,21830,19654,9167,9315,3425,3173
R,7,2011,21,4596145,2345467,2250678,1747616,1659709,367850,367017,36017,32638,123148,118356,7278,6650,63558,66308,1803156,1717685,394040,396309,56499,53586,148070,143365,13658,13017,1861527,1815586,1324199,1281898,343393,342859,20475,19667,117929,113389,5159,4860,50372,52913,1368124,1328109,364132,366273,34921,34529,139078,134603,10163,9864,483940,435092,423417,377811,24457,24158,15542,12971,5219,4967,2119,1790,13186,13395,435032,389576,29908,30036,21578,19057,8992,8762,3495,3153
R,7,2011,22,4415297,2253415,2161882,1686616,1596153,341778,345160,34339,30809,124944,122049,7053,6355,58685,61356,1737790,1649654,365424,371747,53725,50201,147880,145701,13049,12361,1790499,1750924,1281432,1238898,318685,322267,19245,18541,120034,117202,5049,4703,46054,49313,1321520,1281807,337075,343655,32678,32463,139482,137411,9793,9464,462916,410958,405184,357255,23093,22893,15094,12268,4910,4847,2004,1652,12631,12043,416270,367847,28349,28092,21047,17738,8398,8290,3256,2897
R,7,2011,23,4314751,2199885,2114866,1662316,1574715,318801,324380,33619,30070,122955,121116,7015,6312,55179,58273,1710340,1625572,340460,349284,51845,48624,144954,143742,12757,12109,1737003,1708491,1255833,1220981,296699,302171,18383,17800,118275,116503,4960,4664,42853,46372,1293019,1261457,313314,321812,30781,30938,136883,135757,9434,9279,462882,406375,406483,353734,22102,22209,15236,12270,4680,4613,2055,1648,12326,11901,417321,364115,27146,27472,21064,17686,8071,7985,3323,2830
R,7,2011,24,4244542,2162004,2082538,1645257,1556024,303628,313004,32754,29111,121531,121787,6991,6228,51843,56384,1690350,1605225,323899,336820,50261,47500,142079,143654,12404,11752,1705201,1680015,1243132,1205199,282468,291348,17801,17135,116869,117287,4917,4535,40014,44511,1277772,1243964,297821,309949,29655,30036,134274,135929,9187,8900,456803,402523,402125,350825,21160,21656,14953,11976,4662,4500,2074,1693,11829,11873,412578,361261,26078,26871,20606,17464,7805,7725,3217,2852
R,7,2011,25,4269956,2171072,2098884,1659693,1573177,296812,309323,32530,29220,124224,126812,7110,6300,50703,54052,1703748,1620014,316060,331703,49986,47296,144333,147849,12520,11806,1708249,1693764,1252147,1219432,275346,287666,17101,16946,119627,122391,4977,4700,39051,42629,1285967,1256274,289790,305094,28955,29774,136609,140248,9236,9089,462823,405120,407546,353745,21466,21657,15429,12274,4597,4421,2133,1600,11652,11423,417781,363740,26270,26609,21031,17522,7724,7601,3284,2717
R,7,2011,26,4313805,2185901,2127904,1676103,1594716,294149,309616,32170,29184,127386,134639,7018,6293,49075,53456,1718733,1641134,312397,331006,49325,47344,146996,155796,12312,11780,1719561,1717823,1264813,1236183,272933,287911,16907,16887,122831,130261,4820,4690,37257,41891,1296992,1272430,286340,304233,28347,29702,139324,148317,8951,9062,466340,410081,411290,358533,21216,21705,15263,12297,4555,4378,2198,1603,11818,11565,421741,368704,26057,26773,20978,17642,7672,7479,3361,2718
R,7,2011,27,4183474,2110648,2072826,1619212,1551139,278823,298125,31295,28468,127456,137507,6723,6087,47139,51500,1659951,1595727,296130,318181,48021,46366,146444,158171,11962,11552,1660551,1670457,1222284,1198826,258533,277409,16320,16342,122907,133309,4708,4465,35799,40106,1253037,1233436,271192,292547,27519,28921,138919,150806,8839,8795,450097,402369,396928,352313,20290,20716,14975,12126,4549,4198,2015,1622,11340,11394,406914,362291,24938,25634,20502,17445,7525,7365,3123,2757
R,7,2011,28,4258146,2142935,2115211,1647291,1581954,281011,303238,31797,29062,128563,143041,6739,6261,47534,51655,1688480,1626538,298351,323267,48701,47355,147591,163567,11968,11755,1684483,1702802,1242346,1221281,260744,281492,16500,16601,124045,138729,4736,4610,36112,40089,1273411,1255729,273325,296556,27925,29388,140067,156149,8848,8962,458452,412409,404945,360673,20267,21746,15297,12461,4518,4312,2003,1651,11422,11566,415069,370809,25026,26711,20776,17967,7524,7418,3120,2793
R,7,2011,29,4266588,2142142,2124446,1648591,1588160,279691,304727,31115,28447,129703,146413,6780,6229,46262,50470,1688572,1631628,296394,324511,48024,46622,148039,166132,11974,11619,1683168,1707244,1242939,1222236,259391,283278,16111,15953,125167,141979,4786,4529,34774,39269,1272756,1255912,271423,298222,27410,28779,140449,158683,8856,8827,458974,417202,405652,365924,20300,21449,15004,12494,4536,4434,1994,1700,11488,11201,415816,375716,24971,26289,20614,17843,7590,7449,3118,2792
R,7,2011,30,4227415,2118884,2108531,1634852,1577745,276692,303655,30334,28439,124882,143389,6537,5853,45587,49450,1674079,1620433,293224,323162,47074,46278,142918,162463,11671,11109,1666448,1694789,1234485,1214805,257010,282318,15584,16123,120320,139071,4598,4239,34451,38233,1263932,1247626,268953,296886,26857,28636,135475,155245,8632,8458,452436,413742,400367,362940,19682,21337,14750,12316,4562,4318,1939,1614,11136,11217,410147,372807,24271,26276,20217,17642,7443,7218,3039,2651
R,7,2011,31,4319572,2173437,2146135,1670488,1598847,289968,315779,31411,28801,129479,147167,6778,6140,45313,49401,1709534,1641384,306329,335156,48501,46843,147161,166248,11914,11463,1702834,1722506,1254296,1226691,269303,294067,16068,16282,124779,142811,4690,4519,33698,38136,1283087,1259304,280888,308497,27469,29018,139395,158915,8722,8764,470603,423629,416192,372156,20665,21712,15343,12519,4700,4356,2088,1621,11615,11265,426447,382080,25441,26659,21032,17825,7766,7333,3192,2699
R,7,2011,32,4055955,2031439,2024516,1563337,1508795,268014,296696,28935,26591,123437,140991,6031,5602,41685,45841,1599230,1548157,282962,314416,44656,43486,139672,158796,10751,10507,1601752,1627608,1182563,1160386,249346,276263,15117,14829,119242,136897,4213,4062,31271,35171,1209246,1190402,260027,289254,25665,26646,132853,151945,7924,7985,429687,396908,380774,348409,18668,20433,13818,11762,4195,4094,1818,1540,10414,10670,389984,357755,22935,25162,18991,16840,6819,6851,2827,2522
R,7,2011,33,3980018,1990895,1989123,1537608,1488639,258307,286598,28081,26488,120891,137810,5804,5354,40204,44234,1572082,1526460,272479,303536,43436,43171,136786,155021,10182,9970,1563527,1592501,1157875,1139472,240267,266854,14511,14763,116789,133649,4130,3912,29955,33851,1183271,1168188,250303,279200,24797,26453,130027,148224,7565,7618,427368,396622,379733,349167,18040,19744,13570,11725,4102,4161,1674,1442,10249,10383,388811,358272,22176,24336,18639,16718,6759,6797,2617,2352
R,7,2011,34,3944620,1967591,1977029,1519439,1478622,253938,284552,28102,26213,121617,139369,5791,5401,38704,42872,1552731,1515182,267453,300719,43175,42607,136728,156116,10055,10033,1546703,1580196,1145269,1128205,236523,265057,14701,14931,117385,135313,4063,3901,28762,32789,1169731,1155944,245924,276840,24894,26475,129945,149379,7390,7572,420888,396833,374170,350417,17415,19495,13401,11282,4232,4056,1728,1500,9942,10083,383000,359238,21529,23879,18281,16132,6783,6737,2665,2461
R,7,2011,35,3832502,1912408,1920094,1474071,1436275,244321,273478,27126,25314,124340,139722,5350,5119,37200,40186,1506037,1470436,256931,288425,41682,40934,139091,155524,9522,9398,1498830,1528966,1105451,1089970,227526,254594,14029,14096,120323,135723,3823,3735,27678,30848,1128962,1115968,236228,265486,23851,25180,132697,149074,7106,7170,413578,391128,368620,346305,16795,18884,13097,11218,4017,3999,1527,1384,9522,9338,377075,354468,20703,22939,17831,15754,6394,6450,2416,2228
R,7,2011,36,3957029,1977556,1979473,1527533,1483875,251536,281020,27202,25838,130207,144797,5565,4937,35513,39006,1557714,1516978,263459,295206,41377,41100,144294,160260,9608,9005,1559189,1584971,1152646,1132714,235304,263038,14087,14523,126248,140916,4014,3634,26890,30146,1175244,1158046,243803,273364,23792,25386,138234,154168,7267,6904,418367,394502,374887,351161,16232,17982,13115,11315,3959,3881,1551,1303,8623,8860,382470,358932,19656,21842,17585,15714,6060,6092,2341,2101
R,7,2011,37,3837814,1909891,1927923,1475449,1445118,241574,272830,26446,24869,127687,142968,4999,4842,33736,37296,1504125,1476557,252779,286341,40101,39715,141058,157711,8822,8841,1511516,1546365,1117642,1104500,226641,255699,13766,14175,124094,139321,3631,3566,25742,29104,1139304,1128778,234594,265719,23302,24943,135525,151998,6727,6795,398375,381558,357807,340618,14933,17131,12680,10694,3593,3647,1368,1276,7994,8192,364821,347779,18185,20622,16799,14772,5533,5713,2095,2046
R,7,2011,38,3903277,1936430,1966847,1494199,1472950,249121,281916,26159,25227,128461,145080,4984,4760,33506,36914,1522583,1504025,259951,295172,39938,40168,141810,159674,8741,8661,1545199,1588110,1142534,1134682,234471,265122,13953,14523,124890,141322,3647,3550,25704,28911,1164069,1158750,242178,274969,23669,25510,136409,153884,6688,6717,391231,378737,351665,338268,14650,16794,12206,10704,3571,3758,1337,1210,7802,8003,358514,345275,17773,20203,16269,14658,5401,5790,2053,1944
R,7,2011,39,4085771,2029620,2056151,1577374,1552197,258836,291622,26634,25234,128428,145401,4923,4719,33425,36978,1605539,1583313,269483,304575,40818,40729,141510,159731,8713,8674,1641603,1680582,1228381,1216331,244378,275140,14495,14785,124820,141795,3591,3488,25938,29043,1249968,1240509,252115,284708,24764,26268,136093,154233,6670,6722,388017,375569,348993,335866,14458,16482,12139,10449,3608,3606,1332,1231,7487,7935,355571,342804,17368,19867,16054,14461,5417,5498,2043,1952
R,7,2011,40,4327743,2148816,2178927,1687035,1661783,269567,305660,27061,26147,125817,142576,4970,4810,34366,37951,1716090,1693714,280407,318835,41950,42382,139061,156940,8964,9046,1763005,1804600,1339975,1327512,255193,289038,15150,15427,122163,138974,3628,3586,26896,30063,1362486,1352554,263037,298873,26132,27712,133607,151369,6884,7084,385811,374327,347060,334271,14374,16622,11911,10720,3654,3602,1342,1224,7470,7888,353604,341160,17370,19962,15818,14670,5454,5571,2080,1962
R,7,2011,41,4388941,2188440,2200501,1722290,1685949,273211,303190,27185,25956,126834,143636,5100,4921,33820,36849,1750830,1716740,283805,315846,42010,42096,139627,157572,9138,9128,1799844,1831510,1372900,1355858,258592,287171,15002,15670,123223,139960,3774,3729,26353,29122,1394871,1379952,266252,296619,25918,27843,134217,151905,7109,7200,388596,368991,349390,330091,14619,16019,12183,10286,3611,3676,1326,1192,7467,7727,355959,336788,17553,19227,16092,14253,5410,5667,2029,1928
R,7,2011,42,4164004,2072644,2091360,1638650,1611368,253131,282064,25765,24622,119216,134842,4628,4552,31254,33912,1665086,1639744,262505,293331,39986,40002,130949,147443,8253,8344,1710745,1746179,1312675,1302576,239663,267022,14689,14903,115983,131448,3448,3412,24287,26818,1333014,1324800,246301,275287,25191,26604,126091,142347,6423,6545,361899,345181,325975,308792,13468,15042,11076,9719,3233,3394,1180,1140,6967,7094,332072,314944,16204,18044,14795,13398,4858,5096,1830,1799
R,7,2011,43,4082479,2030258,2052221,1603125,1578226,254716,284250,25083,24096,113516,128958,4479,4391,29339,32300,1627717,1605019,263450,294934,38753,38974,124470,140827,7911,8274,1677432,1715256,1285478,1276321,241204,269499,14240,14872,110425,125799,3301,3290,22784,25475,1304304,1297182,247363,277302,24441,26269,119845,136014,6149,6526,352826,336965,317647,301905,13512,14751,10843,9224,3091,3159,1178,1101,6555,6825,323413,307837,16087,17632,14312,12705,4625,4813,1762,1748
R,7,2011,44,4092604,2028884,2063720,1613408,1600050,252919,284797,24428,24108,105187,119047,4485,4359,28457,31359,1637265,1626078,261296,295415,38001,38880,115558,130062,7906,8020,1691193,1738411,1308883,1308787,240230,270356,14330,15184,102156,116035,3332,3275,22262,24774,1327301,1329090,246158,278146,24549,26534,111092,125517,6217,6352,337691,325309,304525,291263,12689,14441,10098,8924,3031,3012,1153,1084,6195,6585,309964,296988,15138,17269,13452,12346,4466,4545,1689,1668
R,7,2011,45,4175439,2071315,2104124,1642827,1628586,263645,294936,25046,24472,107024,120594,4393,4333,28380,31203,1666330,1654400,272057,305159,38892,39601,117138,131574,7875,8023,1736193,1783150,1340940,1341277,250644,280672,14883,15655,104155,117536,3318,3335,22253,24675,1359093,1361443,256567,288122,25501,27417,112836,126934,6237,6411,335122,320974,301887,287309,13001,14264,10163,8817,2869,3058,1075,998,6127,6528,307237,292957,15490,17037,13391,12184,4302,4640,1638,1612
R,7,2011,46,4433594,2197676,2235918,1750519,1741487,277516,309255,26110,25743,109554,122619,4642,4590,29335,32224,1774940,1768065,285910,319715,40630,41649,120028,133690,8229,8436,1860191,1911638,1446360,1450893,264625,294900,15952,16960,106599,119609,3568,3567,23087,25709,1465306,1471838,270559,302608,27040,29508,115682,129122,6564,6791,337485,324280,304159,290594,12891,14355,10158,8783,2955,3010,1074,1023,6248,6515,309634,296227,15351,17107,13590,12141,4346,4568,1665,1645
R,7,2011,47,4522493,2233282,2289211,1788938,1793469,275042,308519,25871,25778,109680,124928,4393,4449,29358,32068,1813307,1819893,283321,318397,40785,42079,120004,135989,8017,8298,1912160,1974735,1499780,1511811,262504,294443,16205,17041,106938,122125,3388,3464,23345,25851,1518914,1532814,268406,301757,27862,30142,115880,131696,6429,6707,321122,314476,289158,281658,12538,14076,9666,8737,2742,2803,1005,985,6013,6217,294393,287079,14915,16640,12923,11937,4124,4293,1588,1591
R,7,2011,48,4526007,2231035,2294972,1791367,1805090,271477,304711,25405,25373,109680,123744,4198,4319,28908,31735,1815393,1831101,279364,314615,40154,41764,119875,134394,7661,8075,1926054,1993307,1516444,1534970,259735,291446,16222,16995,107022,120904,3261,3403,23370,25589,1535657,1555685,265407,298777,27964,30173,115956,130090,6239,6566,304981,301665,274923,270120,11742,13265,9183,8378,2658,2840,937,916,5538,6146,279736,275416,13957,15838,12190,11591,3919,4304,1422,1509
R,7,2011,49,4523366,2227361,2296005,1801965,1820334,268032,302161,24747,25215,99883,112755,4301,4292,28433,31248,1825679,1845900,275632,311897,39392,41645,109860,123119,7793,8018,1934298,2005800,1537705,1560256,256731,289658,16036,17080,97407,110068,3424,3381,22995,25357,1556687,1580776,262200,296889,27762,30441,106104,119030,6387,6506,293063,290205,264260,260078,11301,12503,8711,8135,2476,2687,877,911,5438,5891,268992,265124,13432,15008,11630,11204,3756,4089,1406,1512
R,7,2011,50,4585728,2253317,2332411,1831255,1856779,268633,304078,24218,25150,96768,111660,4138,4151,28305,30593,1854782,1881810,276123,313299,39092,41601,106639,121752,7535,7788,1973356,2052016,1578972,1605358,257885,291794,15899,17532,94297,109045,3289,3324,23014,24963,1597867,1625539,263312,298727,27878,30978,102930,117772,6163,6378,279961,280395,252283,251421,10748,12284,8319,7618,2471,2615,849,827,5291,5630,256915,256271,12811,14572,11214,10623,3709,3980,1372,1410
